title,directors,cast,image_urls,trailer_url,where_to_watch_urls
Us,Jordan Peele,"Lupita Nyong'o, Winston Duke, Elisabeth Moss, Tim Heidecker, Shahadi Wright Joseph, Evan Alex, Yahya Abdul-Mateen II, Anna Diop, Cali Sheldon, Noelle Sheldon, Madison Curry, Ashley McKoy, Napiera Groves, Lon Gowan, Alan Frazier",https://m.media-amazon.com/images/M/MV5BMzhkMjFkN2YtODU2Ni00YWYwLWExN2MtOWNjZmQxM2U4YTM5XkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYzc4M2U2NTgtYTkyZi00YjI1LTk2YzItNGY0OTBlNGNiNTk1XkEyXkFqcGdeQWpnYW1i._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYzc4M2U2NTgtYTkyZi00YjI1LTk2YzItNGY0OTBlNGNiNTk1XkEyXkFqcGdeQWpnYW1i._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNDA5ODUxM2QtMzgwNy00MjY4LTg5NjYtNzc2MjE3MzJjYTUxXkEyXkFqcGdeQXRzdGFzaWVr._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNDA5ODUxM2QtMzgwNy00MjY4LTg5NjYtNzc2MjE3MzJjYTUxXkEyXkFqcGdeQXRzdGFzaWVr._V1_.jpg,https://www.youtube.com/watch?v=hNCmb-4oXJA,https://www.amazon.com/Us-Lupita-Nyongo/dp/B07PH2LGM2
It Follows,David Robert Mitchell,"Bailey Spry, Carollette Phillips, Loren Bass, Keir Gilchrist, Maika Monroe, Lili Sepe, Charles Gertner, Debbie Williams, Olivia Luccardi, Jake Weary, Daniel Zovatto, Ruby Harris, Leisa Pulido, D.J. Oliver, Linda Boston",https://m.media-amazon.com/images/M/MV5BNGZiYWRiYjAtODU0NS00YzAzLTk2MzQtZGVlMzVjM2M3MGQ3XkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNTc3NzA4Njk5OF5BMl5BanBnXkFtZTgwMzg5MzIxNDE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNTc3NzA4Njk5OF5BMl5BanBnXkFtZTgwMzg5MzIxNDE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTk2MzM4NTU4NF5BMl5BanBnXkFtZTgwNzI3MzY3MzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTk2MzM4NTU4NF5BMl5BanBnXkFtZTgwNzI3MzY3MzE@._V1_.jpg,https://www.youtube.com/watch?v=HkZYbOH0ujw,https://www.netflix.com/ca/title/80013607
Life,Daniel Espinosa,"Hiroyuki Sanada, Ryan Reynolds, Rebecca Ferguson, Jake Gyllenhaal, Olga Dykhovichnaya, Ariyon Bakare, Jesus Del Orden, Allen McLean, Leila Grace, Mari Gvelesiani, David Muir, Elizabeth Vargas, Camiel Warren-Taylor, Haruka Kuroda, Naoko Mori",https://m.media-amazon.com/images/M/MV5BNWNkYWYzNGUtOWVjNS00MGY0LWIyY2YtODllNGIxOGRlOTgyXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNDdiNjI5ZWUtMWZjMy00YjFjLTk4NTYtNjU5N2Q2NzhiMjFkXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNDdiNjI5ZWUtMWZjMy00YjFjLTk4NTYtNjU5N2Q2NzhiMjFkXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMmI4NGQ0NTktYmY4Ny00MTFkLTk4ZTEtZTRmNjlhZThiMjc4XkEyXkFqcGdeQXVyNTU4NjY5MzM@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMmI4NGQ0NTktYmY4Ny00MTFkLTk4ZTEtZTRmNjlhZThiMjc4XkEyXkFqcGdeQXVyNTU4NjY5MzM@._V1_.jpg,https://www.youtube.com/watch?v=cuA-xqBw4jE,"https://www.amazon.com/Life-Ryan-Reynolds/dp/B06XSYRDLR, https://www.netflix.com/in/title/80158764"
A Nightmare on Elm Street,Wes Craven,"John Saxon, Ronee Blakley, Heather Langenkamp, Amanda Wyss, Jsu Garcia, Johnny Depp, Charles Fleischer, Joseph Whipp, Robert Englund, Lin Shaye, Joe Unger, Mimi Craven, Jack Shea, Ed Call, Sandy Lipton",https://m.media-amazon.com/images/M/MV5BNTZmN2VlMWMtMTdlMi00NDBhLWIyODMtODEwMzM0ODMwMWYwXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNDJiMTA3NWYtMjI2Zi00ZDU1LWI2YWUtNGIwZGZhODIwYjllXkEyXkFqcGdeQWRpZWdtb25n._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNDJiMTA3NWYtMjI2Zi00ZDU1LWI2YWUtNGIwZGZhODIwYjllXkEyXkFqcGdeQWRpZWdtb25n._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTYwY2I0MGEtZmJmZS00ZGU4LWEwZGYtZDE2YWU5N2YxMzRjXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTYwY2I0MGEtZmJmZS00ZGU4LWEwZGYtZDE2YWU5N2YxMzRjXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,https://www.youtube.com/watch?v=dCVh4lBfW-c,https://www.primevideo.com/detail/A-Nightmare-on-Elm-Street-1984/0GL3255721YOFRCPFL2FA6FK93
The Purge,James DeMonaco,"Ethan Hawke, Lena Headey, Max Burkholder, Adelaide Kane, Edwin Hodge, Rhys Wakefield, Tony Oller, Arija Bareikis, Tom Yi, Chris Mulkey, Tisha French, Dana Bunch, Peter Gvozdas, John Weselcouch, Alicia Vela-Bailey",https://m.media-amazon.com/images/M/MV5BMTQzNTcwODEyM15BMl5BanBnXkFtZTcwMjM1MDI0OQ@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjA4MTg1MDkwNV5BMl5BanBnXkFtZTgwNTE3MTIyMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjA4MTg1MDkwNV5BMl5BanBnXkFtZTgwNTE3MTIyMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZjRkMDhkZTktMjRjMS00NjcwLTg2YjQtMzg4MDdlYTJmMjQzXkEyXkFqcGdeQW1hZGV0aXNj._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZjRkMDhkZTktMjRjMS00NjcwLTg2YjQtMzg4MDdlYTJmMjQzXkEyXkFqcGdeQW1hZGV0aXNj._V1_.jpg,https://www.youtube.com/watch?v=A2bVeqhzuSs,"https://www.primevideo.com/detail/The-Purge/0N8VNWGHAJRGLIGEUDNUKUTS7U, https://www.netflix.com/ca/title/70265234"
The Descent,Neil Marshall,"Shauna Macdonald, Natalie Mendoza, Alex Reid, Saskia Mulder, MyAnna Buring, Nora-Jane Noone, Oliver Milburn, Molly Kayll, Craig Conway, Leslie Simpson, Mark Cronfield, Stephen Lamb, Catherine Dyson, Julie Ellis, Sophie Trott",https://m.media-amazon.com/images/M/MV5BMjA5NzQ1NTgwNV5BMl5BanBnXkFtZTcwNjUxMzUzMw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYTNmMDg5MzMtZDJjNi00NDYzLWExZjEtNmE0ZDJlOGY3MWVmXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYTNmMDg5MzMtZDJjNi00NDYzLWExZjEtNmE0ZDJlOGY3MWVmXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTg3NTcxMjU4Ml5BMl5BanBnXkFtZTcwNDUxMzUzMw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjAzOTYzODMxM15BMl5BanBnXkFtZTcwNTUxMzUzMw@@._V1_.jpg,https://www.youtube.com/watch?v=CSYg7Z1KS_I,"https://www.primevideo.com/detail/The-Descent/0GI16SPD0GA1SU9IKVGH7XCHHU, https://www.netflix.com/tw-en/title/70053469"
Blade II,Guillermo del Toro,"Wesley Snipes, Kris Kristofferson, Ron Perlman, Leonor Varela, Norman Reedus, Thomas Kretschmann, Luke Goss, Matt Schulze, Danny John-Jules, Donnie Yen, Karel Roden, Marit Velle Kile, Tony Curran, Daz Crawford, Santiago Segura",https://m.media-amazon.com/images/M/MV5BMGE5ZmY2NzEtZTEyMi00MWIyLThmOWYtYzJkOTQ0Y2U3ZWU1XkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZDgwNmM2ZjYtYTVkOC00MWE5LTllODktY2JjZTc0Y2M3NmNmXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZDgwNmM2ZjYtYTVkOC00MWE5LTllODktY2JjZTc0Y2M3NmNmXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNjE1NGUyZTctYjI0ZC00ZjI4LWE2M2YtMjMwZjYwYmQ4OGUyXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNjE1NGUyZTctYjI0ZC00ZjI4LWE2M2YtMjMwZjYwYmQ4OGUyXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,https://www.youtube.com/watch?v=vAUB7dcUn8o,https://www.amazon.com/Blade-2-Bloodhunt-Wesley-Snipes/dp/B000YFYOAS
Hansel & Gretel: Witch Hunters,Tommy Wirkola,"Jeremy Renner, Gemma Arterton, Famke Janssen, Pihla Viitala, Derek Mears, Robin Atkin Downes, Ingrid Bolsø Berdal, Joanna Kulig, Thomas Mann, Peter Stormare, Bjørn Sundquist, Rainer Bock, Thomas Scharff, Kathrin Kühnel, Cedric Eich",https://m.media-amazon.com/images/M/MV5BMjA4MDQwODg2NV5BMl5BanBnXkFtZTcwNTc5ODc2OA@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMzY0ODg5MzYzOV5BMl5BanBnXkFtZTcwOTYyNjM0OA@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjEwMTc0OTQ4MV5BMl5BanBnXkFtZTgwOTY4MDQzMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMzY0ODg5MzYzOV5BMl5BanBnXkFtZTcwOTYyNjM0OA@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMzY0ODg5MzYzOV5BMl5BanBnXkFtZTcwOTYyNjM0OA@@._V1_.jpg,https://www.youtube.com/watch?v=p6wk1XySBTk,https://www.primevideo.com/detail/Hansel-Gretel-Witch-Hunters/0G54I4XOFBJLCG8MMW1HOB9F15
Gremlins,Joe Dante,"Hoyt Axton, John Louie, Keye Luke, Don Steele, Susan Burgess, Scott Brady, Arnie Moore, Corey Feldman, Harry Carey Jr., Zach Galligan, Dick Miller, Phoebe Cates, Polly Holliday, Donald Elson, Belinda Balaski",https://m.media-amazon.com/images/M/MV5BYmMzMmIxNzYtYjk3OS00NjBiLTkxNDQtODU3ZDNjN2RiMTIxXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYjYwZmFlNTAtY2RkMi00MWQ2LThmMjUtMjgwZmQyMzA1NjMyXkEyXkFqcGdeQTNwaW5nZXN0._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYjYwZmFlNTAtY2RkMi00MWQ2LThmMjUtMjgwZmQyMzA1NjMyXkEyXkFqcGdeQTNwaW5nZXN0._V1_.jpg; https://m.media-amazon.com/images/M/MV5BODRmNmU5Y2QtYWE1My00NGRkLTk2YjctYWVkMjY2NjVjZGQwXkEyXkFqcGdeQTNwaW5nZXN0._V1_.jpg; https://m.media-amazon.com/images/M/MV5BODRmNmU5Y2QtYWE1My00NGRkLTk2YjctYWVkMjY2NjVjZGQwXkEyXkFqcGdeQTNwaW5nZXN0._V1_.jpg,https://www.youtube.com/watch?v=WeNVftiefOE,https://www.amazon.com/Gremlins-Zach-Galligan/dp/B00KQ9UTSI
The Babadook,Jennifer Kent,"Essie Davis, Noah Wiseman, Hayley McElhinney, Daniel Henshall, Barbara West, Ben Winspear, Chloe Hurn, Jacquy Phillips, Bridget Walters, Annie Batten, Tony Mack, Carmel Johnson, Tiffany Lyndall-Knight, Lucy Hong, Sophie Riggs",https://m.media-amazon.com/images/M/MV5BMTk0NzMzODc2NF5BMl5BanBnXkFtZTgwOTYzNTM1MzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTAzMjA5MjYyNzVeQTJeQWpwZ15BbWU4MDYxODk1MDEx._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTAzMjA5MjYyNzVeQTJeQWpwZ15BbWU4MDYxODk1MDEx._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTY5NjQ1MTAzMV5BMl5BanBnXkFtZTgwMDQ3NTM1MzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTY5NjQ1MTAzMV5BMl5BanBnXkFtZTgwMDQ3NTM1MzE@._V1_.jpg,https://www.youtube.com/watch?v=k5WQZzDRVtw,https://www.primevideo.com/detail/The-Babadook/0MNKSWXEZJACT1K8XM7OULEE32
Orphan,Jaume Collet-Serra,"Vera Farmiga, Peter Sarsgaard, Isabelle Fuhrman, CCH Pounder, Jimmy Bennett, Margo Martindale, Karel Roden, Aryana Engineer, Rosemary Dunsmore, Jamie Young, Lorry Ayers, Brendan Wall, Genelle Williams, Mustafa Abdelkarim, Landon Norris",https://m.media-amazon.com/images/M/MV5BYjc1Y2M4ZmQtMTA2NC00OTUwLTgxZDMtZDJmNTk1OTU4Njk4XkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTExNjQwOTE2NjdeQTJeQWpwZ15BbWU4MDUwMDMyMjMx._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTExNjQwOTE2NjdeQTJeQWpwZ15BbWU4MDUwMDMyMjMx._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYzVmNWY3OGYtZmE4Zi00NjBiLTg5ODEtNzU1ZDVhYWMzODVhXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYzVmNWY3OGYtZmE4Zi00NjBiLTg5ODEtNzU1ZDVhYWMzODVhXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,https://www.youtube.com/watch?v=m5BSLNAKIZs,"https://www.netflix.com/tr-en/title/70113004, https://www.amazon.com/Orphan-Vera-Farmiga/dp/B002N14GP4"
The Witch,Robert Eggers,"Anya Taylor-Joy, Ralph Ineson, Kate Dickie, Harvey Scrimshaw, Ellie Grainger, Lucas Dawson, Julian Richings, Bathsheba Garnett, Sarah Stephens, Daniel Malik, Axtun Henry Dube, Athan Conrad Dube, Viv Moore, Karen Kaeja, Brandy Leary",https://m.media-amazon.com/images/M/MV5BMTUyNzkwMzAxOF5BMl5BanBnXkFtZTgwMzc1OTk1NjE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMzc2OTQ2NTcxOV5BMl5BanBnXkFtZTgwNzk5OTIwODE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMzc2OTQ2NTcxOV5BMl5BanBnXkFtZTgwNzk5OTIwODE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMzIxMjYxNDA2OV5BMl5BanBnXkFtZTgwODYyMzk2NzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMzIxMjYxNDA2OV5BMl5BanBnXkFtZTgwODYyMzk2NzE@._V1_.jpg,https://www.youtube.com/watch?v=iQXmlf3Sefg,https://www.primevideo.com/detail/The-Witch/0LTTY9ZVK8BUPE4KH8LAOT23YE
Dracula,Francis Ford Coppola,"Gary Oldman, Winona Ryder, Anthony Hopkins, Keanu Reeves, Richard E. Grant, Cary Elwes, Billy Campbell, Sadie Frost, Tom Waits, Monica Bellucci, Michaela Bercu, Florina Kendrick, Jay Robinson, I.M. Hobson, Laurie Franks",https://m.media-amazon.com/images/M/MV5BMmVhNzhlMzMtYjJkNy00ODU4LWJmMjUtYzdlMGI3MTQ3YzBhXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZGUxZTM4NzQtYjhiOS00ZDNkLWIyNmItMTMwMGM1NzcwNzY3XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZGUxZTM4NzQtYjhiOS00ZDNkLWIyNmItMTMwMGM1NzcwNzY3XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNGMyODIzMmEtOTU4NS00ZWU4LWFiOWUtYTAyYWQ5ZWJlMGQ1XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNGMyODIzMmEtOTU4NS00ZWU4LWFiOWUtYTAyYWQ5ZWJlMGQ1XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,https://www.youtube.com/watch?v=CjgwUB1CXek,Not found
Rosemary's Baby,Roman Polanski,"Mia Farrow, John Cassavetes, Ruth Gordon, Sidney Blackmer, Maurice Evans, Ralph Bellamy, Victoria Vetri, Patsy Kelly, Elisha Cook Jr., Emmaline Henry, Charles Grodin, Hanna Landy, Phil Leeds, D'Urville Martin, Hope Summers",https://m.media-amazon.com/images/M/MV5BNDlhMDI3OTQtNTBkYy00NWQ5LWJmNWEtZGQwYzZlMTQ4MDI1XkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BODA5NjYzNmItYWM2OS00YTRiLWJmOWEtNGNlY2I0MWE2NTExXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BODA5NjYzNmItYWM2OS00YTRiLWJmOWEtNGNlY2I0MWE2NTExXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BY2VhMDNhOGQtZjFhMC00MDRkLTlmZjctM2RlN2FkMjEzNGJmXkEyXkFqcGdeQVRoaXJkUGFydHlJbmdlc3Rpb25Xb3JrZmxvdw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BY2VhMDNhOGQtZjFhMC00MDRkLTlmZjctM2RlN2FkMjEzNGJmXkEyXkFqcGdeQVRoaXJkUGFydHlJbmdlc3Rpb25Xb3JrZmxvdw@@._V1_.jpg,https://www.youtube.com/watch?v=BjpA6IH_Skc,Not found
Drag Me to Hell,Sam Raimi,"Alison Lohman, Justin Long, Lorna Raver, Dileep Rao, David Paymer, Adriana Barraza, Chelcie Ross, Reggie Lee, Molly Cheek, Bojana Novakovic, Kevin Foster, Alexis Cruz, Ruth Livier, Shiloh Selassie, Flor de Maria Chahua",https://m.media-amazon.com/images/M/MV5BMTQwNTMyNjc5Ml5BMl5BanBnXkFtZTcwOTI2MTQ0Mg@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTQ3NjE3NzE3M15BMl5BanBnXkFtZTgwNTcwNDEzMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTQ3NjE3NzE3M15BMl5BanBnXkFtZTgwNTcwNDEzMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNWU4N2JmMTgtMTBhYy00ZjQ0LWJiN2ItMDQ3MzgxY2FhYWE1XkEyXkFqcGdeQVRoaXJkUGFydHlJbmdlc3Rpb25Xb3JrZmxvdw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNWU4N2JmMTgtMTBhYy00ZjQ0LWJiN2ItMDQ3MzgxY2FhYWE1XkEyXkFqcGdeQVRoaXJkUGFydHlJbmdlc3Rpb25Xb3JrZmxvdw@@._V1_.jpg,https://www.youtube.com/watch?v=PPOaxHqoYxo,"https://www.amazon.com/Drag-Me-Hell-Alison-Lohman/dp/B002MUS7A6, https://www.primevideo.com/detail/Drag-Me-To-Hell/0KZX2YZOWOHHHYI9H7C22F89OD"
It Chapter Two,Andy Muschietti,"Jessica Chastain, James McAvoy, Bill Hader, Isaiah Mustafa, Jay Ryan, James Ransone, Andy Bean, Bill Skarsgård, Jaeden Martell, Wyatt Oleff, Jack Dylan Grazer, Finn Wolfhard, Sophia Lillis, Chosen Jacobs, Jeremy Ray Taylor",https://m.media-amazon.com/images/M/MV5BYzUxM2VhOGItZTY2My00OTA4LWI4NjUtMDA5YWJjM2M2NDJjXkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMWFkY2MzMGUtMmMxYS00ZWU2LWE0NjMtYTcxNTNlYjIyODdjXkEyXkFqcGdeQXRzdGFzaWVr._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMWFkY2MzMGUtMmMxYS00ZWU2LWE0NjMtYTcxNTNlYjIyODdjXkEyXkFqcGdeQXRzdGFzaWVr._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZDYxZjAyNGEtNjQyNy00MmM0LTliZTktZWNiNjBmZDZlZGJmXkEyXkFqcGdeQW1yb3NzZXI@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZDYxZjAyNGEtNjQyNy00MmM0LTliZTktZWNiNjBmZDZlZGJmXkEyXkFqcGdeQW1yb3NzZXI@._V1_.jpg,https://www.youtube.com/watch?v=xhJ5P7Up3jA,https://www.netflix.com/in/title/81081050
Resident Evil: Apocalypse,Alexander Witt,"Milla Jovovich, Sienna Guillory, Oded Fehr, Thomas Kretschmann, Sophie Vavasseur, Razaaq Adoti, Jared Harris, Mike Epps, Sandrine Holt, Matthew G. Taylor, Zack Ward, Iain Glen, Dave Nichols, Stefen Hayes, Geoffrey Pounsett",https://m.media-amazon.com/images/M/MV5BMTc1NTUxMzk0Nl5BMl5BanBnXkFtZTcwNDQ1MDIzMw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZjM5ODI4MWEtMjhhYy00NzU3LTg2YmEtYjczNjExOTBiYzIyXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BZjM5ODI4MWEtMjhhYy00NzU3LTg2YmEtYjczNjExOTBiYzIyXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNzBiODUwMDgtMjRhNS00MDIwLWFkZDgtNzhkYzUxMTk4MzQ0XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNzBiODUwMDgtMjRhNS00MDIwLWFkZDgtNzhkYzUxMTk4MzQ0XkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg,https://www.youtube.com/watch?v=nzF3yoF7N_E,https://www.netflix.com/dm/title/60033345
Mother!,Darren Aronofsky,"Jennifer Lawrence, Javier Bardem, Ed Harris, Michelle Pfeiffer, Brian Gleeson, Domhnall Gleeson, Jovan Adepo, Amanda Chiu, Patricia Summersett, Eric Davis, Raphael Grosz-Harvey, Emily Hampshire, Abraham Aronofsky, Luis Oliva, Stephanie Ng Wan",https://m.media-amazon.com/images/M/MV5BMzc5ODExODE0MV5BMl5BanBnXkFtZTgwNDkzNDUxMzI@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNzVmYTdiZjctMDE5NS00M2RlLWIxNTAtYjJmMWE1MmUzOTBmXkEyXkFqcGdeQXVyMjM4OTI2MTU@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNzVmYTdiZjctMDE5NS00M2RlLWIxNTAtYjJmMWE1MmUzOTBmXkEyXkFqcGdeQXVyMjM4OTI2MTU@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjI2MzAxNjM5OV5BMl5BanBnXkFtZTgwMDU3OTYwMzI@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjI2MzAxNjM5OV5BMl5BanBnXkFtZTgwMDU3OTYwMzI@._V1_.jpg,https://www.youtube.com/watch?v=XpICoc65uh0,Not found
Alien vs. Predator,Paul W.S. Anderson,"Sanaa Lathan, Raoul Bova, Lance Henriksen, Ewen Bremner, Colin Salmon, Tommy Flanagan, Joseph Rye, Agathe de La Boulaye, Carsten Norgaard, Sam Troughton, Petr Jákl, Pavel Bezdek, Kieran Bew, Carsten Voigt, Jan Filipenský",https://m.media-amazon.com/images/M/MV5BMTU4MjIwMTcyMl5BMl5BanBnXkFtZTYwMTYwNDA3._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYjkzNTM2NTktZTEwNy00NWNkLWE2M2UtYjQ3ZThlYzlkYzljXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BYjkzNTM2NTktZTEwNy00NWNkLWE2M2UtYjQ3ZThlYzlkYzljXkEyXkFqcGdeQXVyNzU1NzE3NTg@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTI4NzY1NDYzOF5BMl5BanBnXkFtZTcwNTA3NDcyMw@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMjE3NDY0MDAyOV5BMl5BanBnXkFtZTcwNjA3NDcyMw@@._V1_.jpg,https://www.youtube.com/watch?v=Cld40qD7HcY,https://www.hulu.com/movie/avp-alien-vs-predator-7130e8e2-4216-40c6-a600-4b8a252ca201
The Evil Dead,Sam Raimi,"Bruce Campbell, Ellen Sandweiss, Richard DeManincor, Betsy Baker, Theresa Tilly, Philip A. Gillis, Dorothy Tapert, Cheryl Guttridge, Barbara Carey, David Horton, Wendall Thomas, Don Long, Stu Smith, Kurt Rauf, Ted Raimi",https://m.media-amazon.com/images/M/MV5BNWRmZGQyYzgtNjA5OC00NGYzLTlhYWMtNzBhZTFlZGNjYWI2XkEyXkFqcGc@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNTExMzg0OTU4OV5BMl5BanBnXkFtZTgwNTA0OTIyMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BNTExMzg0OTU4OV5BMl5BanBnXkFtZTgwNTA0OTIyMzE@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTk3MzAzNTU4NV5BMl5BanBnXkFtZTcwODgxODc2MQ@@._V1_.jpg; https://m.media-amazon.com/images/M/MV5BMTk3MzAzNTU4NV5BMl5BanBnXkFtZTcwODgxODc2MQ@@._V1_.jpg,https://www.youtube.com/watch?v=nA9BSh8cjDg,Not found
